,with_overlap,500 Characters,1000 Characters,1500 Characters
386,No Overlap,,0.6110436328385138,
387,No Overlap,,0.199741091612303,0.360671160038181
388,No Overlap,,0.4007451004234762,0.4009844576504159
389,No Overlap,,,
390,No Overlap,,0.6163112146645653,
391,No Overlap,0.4340514595777198,,
392,No Overlap,,,
393,No Overlap,0.1905270376382127,0.1985663116919946,0.4312448094466354
394,No Overlap,0.4437703628732005,0.5162313486589697,0.59925764067204
395,No Overlap,,0.4866413767293965,
396,No Overlap,0.6563683066040688,,0.484846451762531
397,No Overlap,0.5165037485501327,,
398,No Overlap,,,
399,No Overlap,0.7086356087831212,,
400,No Overlap,0.4136265252708641,,0.4115036011738707
401,No Overlap,0.729836404448942,,
402,No Overlap,,,
403,No Overlap,,0.6749605775548633,0.5981313363838023
404,No Overlap,,0.6072602139720711,
405,No Overlap,,0.9987281687599108,0.8191111340343441
406,No Overlap,0.3772390241159681,,0.6645610973005858
407,No Overlap,,0.6401385181868562,0.5259672144935186
408,No Overlap,0.4442272881991317,,0.510193354983095
409,No Overlap,0.9623705543451344,0.9681893895081266,
410,No Overlap,,,
411,No Overlap,,0.4897494453482779,
412,No Overlap,,,
413,No Overlap,,0.4493077033557148,
414,No Overlap,,,
415,No Overlap,,,
416,No Overlap,,0.3410904260991391,0.5539483952202474
417,No Overlap,,,
418,No Overlap,0.3565386462673496,,
419,No Overlap,,,
420,No Overlap,,,
421,No Overlap,,0.1823419822136584,
422,No Overlap,0.468933139470171,0.655537023183526,0.7158522317838084
423,No Overlap,,,
424,No Overlap,0.5249531175448521,0.6461059041767896,
425,No Overlap,0.9766529267219444,0.9835973322916745,0.5956710864429758
426,No Overlap,0.3026761908354274,0.5913816402515515,
427,No Overlap,,,0.5237481127260669
428,No Overlap,0.6733857228927593,,0.6830865162669886
429,No Overlap,,,
430,No Overlap,0.5913223564058856,,
431,No Overlap,,,
432,No Overlap,0.6103663851197084,0.6196239650547097,0.6026846332563578
433,No Overlap,,,
434,No Overlap,0.6135008152629517,0.5636873328946187,0.4317020109824866
435,No Overlap,,0.6681553371051503,
436,No Overlap,,,0.600567807467813
437,No Overlap,,0.7405506645817069,0.5926184078566155
438,No Overlap,,,0.4226059267914909
439,No Overlap,0.7080462729723422,0.5702099223190265,
440,No Overlap,0.6898387323207847,,
441,No Overlap,0.4789222945681793,0.7920768815424601,
442,No Overlap,,0.693638560299104,0.92129212687534
443,No Overlap,0.3494200974444288,,
444,No Overlap,,,0.611573357017948
445,No Overlap,,0.3618280946517282,0.4758177170972084
446,No Overlap,,0.5084219933365781,0.408353846947588
447,No Overlap,,,
448,No Overlap,0.3411815936494055,0.4779931797739336,0.3376160584258644
449,No Overlap,,,0.4403209120066292
450,No Overlap,,,
451,No Overlap,0.5727318566682797,0.7191619471561087,0.7053418547352927
452,No Overlap,,,
453,No Overlap,0.4515720822183964,0.3522950337891113,0.3549104254690733
454,No Overlap,,0.4777910923697472,
455,No Overlap,,,0.3243003959525214
456,No Overlap,,,0.4474598908721868
457,No Overlap,,0.8650980282181063,
458,No Overlap,,,
459,No Overlap,0.4950291205270095,,
460,No Overlap,,,0.4173210056923835
461,No Overlap,,,
462,No Overlap,0.5386019639582457,,0.3365217996840061
463,No Overlap,,0.7045160323847528,
