,with_overlap,500 characters,1000 characters,1500 characters
257,No Overlap,0.863813457,0.858905281,0.780556302
258,No Overlap,0.755860978,0.609765055,0.686985579
259,No Overlap,0.901054063,0.902602475,0.903795683
260,No Overlap,0.905914879,0.890155256,0.922195509
261,No Overlap,0.870994027,0.894674973,0.890535517
262,No Overlap,0.813011018,0.833394249,0.875533195
263,No Overlap,0.824378772,0.859341063,0.933668164
264,No Overlap,0.780038474,0.731817824,0.785021674
265,No Overlap,0.85943994,0.862629179,0.840443918
266,No Overlap,0.924947297,0.921364983,0.936430813
267,No Overlap,0.556712415,0.665113799,0.615124887
268,No Overlap,0.665702684,0.67069304,0.698451152
269,No Overlap,0.608616805,0.593253884,0.704755221
270,No Overlap,0.87623525,0.793233331,0.851502308
271,No Overlap,0.639309093,0.580293206,0.597851995
272,No Overlap,0.682666135,0.62189926,0.581853087
273,No Overlap,0.662388338,0.610425729,0.664347048
274,No Overlap,0.4986001,0.65762386,0.4931232
275,No Overlap,0.643730611,0.683941693,0.619952721
276,No Overlap,0.665624265,0.694122468,0.542068943
277,No Overlap,0.705761502,0.674999646,0.701796169
278,No Overlap,0.763780264,0.610703633,0.814933194
279,No Overlap,0.613530687,0.382097842,0.8285071
280,No Overlap,0.649696765,0.374656557,0.702866389
281,No Overlap,0.925564285,0.944354809,0.922581774
282,No Overlap,0.754667732,0.693892888,0.707066925
283,No Overlap,0.830506416,0.617231196,0.886054287
284,No Overlap,0.584367276,0.793343866,0.614712127
285,No Overlap,0.908585657,0.906152415,0.911563866
286,No Overlap,0.951319442,0.922601537,0.923737867
287,No Overlap,0.718604759,0.926348791,0.881574822
288,No Overlap,0.759929255,0.76398,0.648485961
289,No Overlap,0.861903067,0.906919655,0.903210254
290,No Overlap,0.825522395,0.780128929,0.733598724
291,No Overlap,0.893237298,0.913052445,0.881819826
292,No Overlap,0.528280609,0.486912741,0.497668689
293,No Overlap,0.715125441,0.822555681,0.932703183
294,No Overlap,0.773978272,0.770057495,0.745739508
295,No Overlap,0.672234247,0.648711208,0.738480979
296,No Overlap,0.468358008,0.454750202,0.464322783
297,No Overlap,0.799021716,0.828219359,0.861509125
298,No Overlap,0.905998455,0.919458324,0.917194384
299,No Overlap,0.821579698,0.855616451,0.866858493
300,No Overlap,0.802490549,0.876057926,0.87557191
301,No Overlap,0.895555648,0.852414222,0.886113743
302,No Overlap,0.830987386,0.886709083,0.615900861
303,No Overlap,0.752694303,0.840428924,0.860629052
304,No Overlap,0.779468426,0.800258032,0.849143675
305,No Overlap,0.772125233,0.79867389,0.787465907
306,No Overlap,0.845578253,0.875977932,0.888501755
307,No Overlap,0.83714712,0.785438403,0.77471988
308,No Overlap,0.76858557,0.754248595,0.767758075
309,No Overlap,0.643565273,0.548257454,0.565905776
310,No Overlap,0.900331589,0.824868275,0.774023579
311,No Overlap,0.900811014,0.859292282,0.796110444
312,No Overlap,0.718051541,0.726992423,0.747364328
313,No Overlap,0.873451037,0.844927349,0.856419094
314,No Overlap,0.623362869,0.419619286,0.420643495
315,No Overlap,0.586696438,0.821138694,0.880576929
316,No Overlap,0.786644157,0.578866202,0.78788036
317,No Overlap,0.641043523,0.849908626,0.549699243
318,No Overlap,0.82375516,0.837678709,0.81848703
319,No Overlap,0.81883768,0.876316762,0.776623077
320,No Overlap,0.882141799,0.874516205,0.668921966
321,No Overlap,0.819445293,0.926311966,0.932766225
322,No Overlap,0.41306476,0.439182072,0.38912067
323,No Overlap,0.808895981,0.800392093,0.82345712
324,No Overlap,0.752001959,0.754738295,0.6872957
325,No Overlap,0.898879241,0.885004755,0.883580908
326,No Overlap,0.169468172,0.586183981,0.29584184
327,No Overlap,0.828113459,0.737859415,0.779496875
328,No Overlap,0.856585933,0.833645232,0.8869496
329,No Overlap,0.908654903,0.917672737,0.924070828
